File,Spacecraft Clock,Sol,Target,SiO2,SiO2 RMSEP,SiO2_shots_stdev,TiO2,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,FeOT RMSEP,FeOT_shots_stdev,MgO,MgO RMSEP,MgO_shots_stdev,CaO,CaO RMSEP,CaO_shots_stdev,Na2O,Na2O RMSEP,Na2O_shots_stdev,K2O,K2O RMSEP,K2O_shots_stdev,MnO,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total,Facies,Point
CL5_413557987CCS_F0060000CCAM01181P1.SAV,413557987,181,Jolliffe,44.9,5,1,0.86,0.46,0.05,8.9,3.5,0.7,21.3,4.4,0.3,8.5,2.3,0.5,8.4,2.6,0.8,2.48,0.61,0.17,0.53,0.67,0.07,0.21,0.07,0.01,96.04,3.87876,100A/95A/95A,9.25E+14,15, 
CL5_413558056CCS_F0060000CCAM01181P1.SAV,413558056,181,Jolliffe,45.6,5,0.4,1.07,0.51,0.07,12.3,3.6,0.5,22,4.5,0.6,6.6,2.1,0.3,5.7,1.9,0.3,3.63,0.66,0.09,0.79,0.78,0.05,0.18,0.06,0.01,97.83,3.87876,100A/95A/95A,8.82E+14,15, 
CL5_413558123CCS_F0060000CCAM01181P1.SAV,413558123,181,Jolliffe,43.8,5.1,0.5,1.19,0.54,0.06,10.1,3.5,0.4,23.2,4.6,0.6,6.5,2,0.2,5.2,1.8,0.4,3.48,0.65,0.12,0.78,0.77,0.03,0.18,0.06,0.01,94.46,3.87876,100A/95A/95A,1.04E+15,15, 
CL5_413558190CCS_F0060000CCAM01181P1.SAV,413558190,181,Jolliffe,45.1,5,0.5,0.97,0.49,0.04,11,3.5,0.4,20,4.2,0.3,8.6,2.4,0.4,5.8,1.9,0.4,2.84,0.62,0.07,0.59,0.69,0.06,0.16,0.06,0.02,95.04,3.86874,100A/95A/95A,6.49E+14,15, 
CL5_413558359CCS_F0060000CCAM01181P1.SAV,413558359,181,Jolliffe,42.3,5.2,0.5,1.22,0.54,0.04,9.4,3.5,0.3,21.1,4.4,0.2,11,2.8,0.6,5.4,1.8,0.5,2.15,0.62,0.06,0.29,0.59,0.01,0.2,0.07,0.01,93.02,3.86874,100A/95A/95A,9.06E+14,15, 
CL5_413558426CCS_F0060000CCAM01181P1.SAV,413558426,181,Jolliffe,48.4,4.9,0.4,0.82,0.45,0.05,12.2,3.6,0.6,18.8,4,0.3,9,2.4,0.4,6.2,2,0.2,2.87,0.62,0.15,0.47,0.65,0.03,0.18,0.06,0.02,98.84,3.86874,100A/95A/95A,4.79E+14,15, 
CL5_413558493CCS_F0060000CCAM01181P1.SAV,413558493,181,Jolliffe,45.9,5,0.3,0.88,0.47,0.04,8.8,3.5,0.2,21.2,4.4,0.2,10.8,2.7,0.4,5.5,1.8,0.3,2.55,0.61,0.09,0.45,0.64,0.04,0.2,0.07,0.01,96.21,3.87876,100A/95A/95A,7.35E+14,15, 
CL5_413558662CCS_F0060000CCAM01181P1.SAV,413558662,181,Jolliffe,45.1,5,0.3,1.09,0.51,0.07,8.3,3.4,0.4,21.1,4.4,0.2,10,2.6,0.4,5.3,1.8,0.2,2.67,0.61,0.17,0.59,0.69,0.06,0.2,0.07,0.01,94.34,3.87876,100A/95A/95A,8.32E+14,15, 
CL5_413558729CCS_F0060000CCAM01181P1.SAV,413558729,181,Jolliffe,45.4,5,0.5,1.28,0.56,0.04,8.8,3.5,0.5,21,4.4,0.2,9.7,2.6,0.5,4.9,1.7,0.3,2.74,0.61,0.13,0.56,0.68,0.06,0.2,0.07,0.01,94.68,3.87876,100A/95A/95A,8.56E+14,15, 
CL5_413558796CCS_F0060000CCAM01181P1.SAV,413558796,181,Jolliffe,47,5,0.5,0.84,0.46,0.04,10.3,3.5,0.5,19.3,4.1,0.5,8.9,2.4,0.4,7.6,2.4,0.7,2.66,0.61,0.15,0.57,0.69,0.04,0.22,0.07,0.01,97.23,3.85594,100A/95A/95A,8.24E+14,15, 
CL5_414091322CCS_F0060000CCAM01187P1.SAV,414091322,187,Cumberland,47.6,4.9,0.4,1.08,0.51,0.09,10.8,3.5,0.8,19.4,4.1,0.3,7.3,2.2,0.6,5.8,1.9,0.3,3.23,0.63,0.09,0.66,0.72,0.13,0.11,0.05,0.01,96.14,2.60095,100A/60A/60A,5.53E+14,9,1
CL5_414091392CCS_F0060000CCAM01187P1.SAV,414091392,187,Cumberland,47.8,4.9,0.4,0.99,0.49,0.03,8.6,3.5,0.5,18.8,4,0.2,9,2.4,0.4,5,1.7,0.1,3.02,0.62,0.17,0.47,0.65,0.04,0.1,0.05,0.01,93.68,2.60095,100A/60A/60A,3.93E+14,9,2
CL5_414091459CCS_F0060000CCAM01187P1.SAV,414091459,187,Cumberland,46.7,5,0.6,1.01,0.5,0.05,9.1,3.5,0.7,18.9,4,0.2,8.3,2.3,0.8,6.1,2,0.4,2.95,0.62,0.25,0.41,0.63,0.08,0.11,0.05,0.01,93.57,2.60095,100A/60A/60A,4.97E+14,9,3
CL5_414091526CCS_F0060000CCAM01187P1.SAV,414091526,187,Cumberland,44.6,5,0.4,0.95,0.48,0.05,9.8,3.5,0.6,18.6,4,0.2,8.5,2.3,0.8,6.8,2.2,0.5,2.82,0.61,0.2,0.42,0.63,0.07,0.13,0.05,0.01,92.55,2.60095,100A/60A/60A,4.45E+14,9,4
CL5_414091651CCS_F0060000CCAM01187P1.SAV,414091651,187,Cumberland,45.7,5,0.6,1.18,0.53,0.16,10.9,3.5,0.6,19.9,4.2,0.4,7.4,2.2,0.8,5.6,1.9,0.2,3.08,0.63,0.08,0.48,0.65,0.1,0.12,0.05,0.01,94.45,2.60095,100A/60A/60A,5.13E+14,9,5
CL5_414091872CCS_F0060000CCAM01187P1.SAV,414091872,187,Cumberland,48.4,4.9,0.5,1,0.49,0.09,9.7,3.5,0.5,19.9,4.2,0.5,8.3,2.3,0.5,5.3,1.8,0.4,3.13,0.63,0.11,0.47,0.65,0.04,0.12,0.05,0.01,96.29,2.61467,100A/60A/60A,5.16E+14,9,6
CL5_414091942CCS_F0060000CCAM01187P1.SAV,414091942,187,Cumberland,48.4,4.9,0.8,1.07,0.51,0.11,10.2,3.5,0.6,20,4.2,0.5,7.4,2.2,0.7,5.3,1.8,0.4,3.15,0.63,0.07,0.5,0.66,0.04,0.12,0.05,0.01,96.16,2.61467,100A/60A/60A,5.04E+14,9,7
CL5_414092009CCS_F0060000CCAM01187P1.SAV,414092009,187,Cumberland,49.5,5,0.5,0.91,0.47,0.04,8,3.4,0.4,20.4,4.3,0.2,11.4,2.8,0.6,3.2,1.2,0.2,3.47,0.65,0.12,0.37,0.61,0.05,0.15,0.06,0.01,97.35,2.61467,100A/60A/60A,4.86E+14,9,8
CL5_414092135CCS_F0060000CCAM01187P1.SAV,414092135,187,Cumberland,48.9,4.9,0.8,0.95,0.48,0.04,9.3,3.5,0.6,19.8,4.2,0.3,10.2,2.6,0.5,5,1.7,0.4,2.76,0.61,0.13,0.45,0.64,0.05,0.12,0.05,0.01,97.6,2.61467,100A/60A/60A,4.79E+14,9,9
CL5_414092202CCS_F0060000CCAM01187P1.SAV,414092202,187,Cumberland,47.5,4.9,0.5,1.04,0.5,0.04,11.4,3.5,0.5,19.4,4.1,0.4,6.6,2.1,0.4,7.1,2.3,0.8,3.19,0.63,0.16,0.56,0.68,0.06,0.1,0.05,0.01,96.83,2.61467,100A/60A/60A,5.31E+14,9,10
CL5_414092269CCS_F0060000CCAM01187P1.SAV,414092269,187,Cumberland,51.6,5,0.5,0.87,0.47,0.03,8.2,3.4,0.4,19.9,4.2,0.2,11.3,2.8,0.4,3.7,1.4,0.3,3.49,0.65,0.09,0.3,0.59,0.03,0.16,0.06,0.01,99.5,2.61467,100A/60A/60A,4.23E+14,9,11
CL5_414092336CCS_F0060000CCAM01187P1.SAV,414092336,187,Cumberland,47,5,0.7,1.09,0.51,0.06,11,3.5,0.9,19.6,4.2,0.5,7.1,2.1,0.7,5.8,1.9,0.3,3.06,0.63,0.12,0.49,0.66,0.03,0.11,0.05,0.01,95.22,2.61467,100A/60A/60A,4.89E+14,9,12
CL5_414092463CCS_F0060000CCAM01187P1.SAV,414092463,187,Cumberland,47.5,4.9,0.6,1.08,0.51,0.06,10.4,3.5,0.5,20.1,4.2,0.5,7.7,2.2,0.4,5.3,1.8,0.4,3.18,0.63,0.09,0.62,0.71,0.07,0.11,0.05,0.01,96.02,2.61467,100A/60A/60A,4.29E+14,9,13
CL5_414092684CCS_F0060000CCAM01187P1.SAV,414092684,187,Cumberland,50.2,5,0.5,0.91,0.47,0.04,8.2,3.4,0.5,20.1,4.2,0.3,12.5,3,0.6,3.7,1.4,0.2,2.36,0.61,0.13,0.3,0.59,0.06,0.12,0.05,0.01,98.4,2.62324,100A/60A/60A,4.51E+14,9,14
CL5_414092754CCS_F0060000CCAM01187P1.SAV,414092754,187,Cumberland,46.7,5,0.6,1.06,0.51,0.05,10.7,3.5,0.8,20.1,4.2,0.2,8.2,2.3,0.8,5.2,1.7,0.9,2.91,0.62,0.1,0.45,0.64,0.04,0.11,0.05,0.01,95.36,2.62324,100A/60A/60A,5.06E+14,9,15
CL5_414092821CCS_F0060000CCAM01187P1.SAV,414092821,187,Cumberland,47.3,5,0.7,1.09,0.51,0.09,11.1,3.5,0.7,19.8,4.2,0.4,7.1,2.1,0.7,6.2,2,0.4,3.05,0.62,0.13,0.52,0.67,0.05,0.1,0.05,0.01,96.18,2.62324,100A/60A/60A,5.36E+14,9,16
CL5_414093278CCS_F0060000CCAM02187P1.SAV,414093278,187,seward_1,40,5.5,1.7,0.73,0.43,0.1,8.1,3.4,0.8,19.5,4.1,0.5,7.6,2.2,1,7.2,2.3,1,1.63,0.65,0.22,0.17,0.55,0.09,0.13,0.05,0.03,85.09,2.31117,100A/60A/60A,1.96E+14,9,1
CL5_414093355CCS_F0060000CCAM02187P1.SAV,414093355,187,seward_1,42.4,5.2,0.7,0.62,0.4,0.05,9.9,3.5,0.3,21.6,4.4,0.5,9.3,2.5,0.6,4.6,1.6,0.3,2.34,0.61,0.13,0.33,0.6,0.05,0.18,0.06,0.03,91.28,2.31117,100A/60A/60A,1.63E+14,9,2
CL5_414093425CCS_F0060000CCAM02187P1.SAV,414093425,187,seward_1,40.5,5.4,2.6,0.76,0.44,0.24,8.7,3.5,0.8,18.9,4,1.4,8.3,2.3,0.6,7.1,2.3,1,1.9,0.64,0.22,0.23,0.57,0.05,0.14,0.05,0.02,86.47,2.31117,100A/60A/60A,1.60E+14,9,3
CL5_414093495CCS_F0060000CCAM02187P1.SAV,414093495,187,seward_1,31.8,6.7,3.9,0.63,0.4,0.04,5.4,3.1,0.4,12.6,3,1.5,3.7,1.7,0.6,24.6,4.7,2.7,0.89,0.53,0.12,0.14,0.54,0.03,0.17,0.06,0.02,80.08,2.31117,100A/60A/60A,2.96E+14,9,4
CL5_414093719CCS_F0060000CCAM02187P1.SAV,414093719,187,seward_1,0.1,6.7,0.7,0,0.2,0,0.4,2.6,0.1,2.1,1.7,2.6,0.9,1.5,0.5,37.8,7.1,3.6,0.11,0.29,0.07,0,0.5,0,0,0.02,0,41.43,2.32151,100A/60A/60A,3.11E+14,9,5
CL5_414093796CCS_F0060000CCAM02187P1.SAV,414093796,187,seward_1,45.2,5,0.7,0.73,0.43,0.04,7.5,3.4,0.4,18,3.9,0.4,16.6,3.4,0.8,3.4,1.3,1,2.04,0.63,0.11,0.5,0.66,0.06,0.11,0.05,0.01,94.04,2.32151,100A/60A/60A,4.54E+14,9,6
CL5_414093866CCS_F0060000CCAM02187P1.SAV,414093866,187,seward_1,46.3,5,0.6,1.03,0.5,0.08,10.6,3.5,1,19.4,4.1,0.3,7.1,2.1,0.5,6.3,2.1,0.4,2.82,0.61,0.16,0.55,0.68,0.05,0.11,0.05,0.01,94.24,2.32151,100A/60A/60A,5.00E+14,9,7
CL5_414093936CCS_F0060000CCAM02187P1.SAV,414093936,187,seward_1,46.6,5,0.4,0.9,0.47,0.06,10.4,3.5,0.6,18.4,4,0.2,9.4,2.5,0.4,5.7,1.9,0.2,2.91,0.62,0.18,0.63,0.71,0.1,0.11,0.05,0.01,95.04,2.32151,100A/60A/60A,3.90E+14,9,8
CL5_414094006CCS_F0060000CCAM02187P1.SAV,414094006,187,seward_1,45.2,5,0.7,0.96,0.49,0.05,9.8,3.5,0.7,19,4.1,0.3,11.1,2.8,0.4,5.1,1.7,0.4,2.74,0.61,0.21,0.51,0.66,0.07,0.16,0.06,0.02,94.57,2.32151,100A/60A/60A,5.65E+14,9,9
CL5_414094230CCS_F0060000CCAM02187P1.SAV,414094230,187,seward_1,46.9,5,0.5,1.12,0.52,0.1,10.3,3.5,1,19.5,4.1,0.4,7.6,2.2,0.7,5.7,1.9,0.5,3.2,0.63,0.25,0.77,0.77,0.1,0.14,0.05,0.01,95.15,2.3241,100A/60A/60A,5.20E+14,9,10
CL5_414094307CCS_F0060000CCAM02187P1.SAV,414094307,187,seward_1,41.2,5.3,1,0.88,0.47,0.04,7.9,3.4,0.3,18.2,3.9,0.5,9,2.4,1.2,9.6,2.8,1.2,2.08,0.63,0.12,0.39,0.62,0.06,0.16,0.06,0.02,89.49,2.3241,100A/60A/60A,5.57E+14,9,11
CL5_414094377CCS_F0060000CCAM02187P1.SAV,414094377,187,seward_1,48.9,4.9,0.7,0.83,0.46,0.06,7.1,3.3,0.5,19.4,4.1,0.4,14.5,3.2,0.7,3.3,1.3,0.2,2.14,0.62,0.11,0.46,0.64,0.06,0.13,0.05,0.01,96.79,2.3241,100A/60A/60A,4.72E+14,9,12
CL5_414094447CCS_F0060000CCAM02187P1.SAV,414094447,187,seward_1,46.9,5,0.4,1.11,0.52,0.06,11.2,3.5,0.7,19.7,4.2,0.4,6.9,2.1,0.6,5.7,1.9,0.4,3.24,0.64,0.18,0.67,0.73,0.05,0.14,0.05,0.13,95.57,2.3241,100A/60A/60A,5.57E+14,9,13
CL5_414094517CCS_F0060000CCAM02187P1.SAV,414094517,187,seward_1,48,4.9,0.7,0.93,0.48,0.03,10.7,3.5,1,19.2,4.1,0.4,8.1,2.3,0.7,5.7,1.9,0.5,3.08,0.63,0.14,0.67,0.73,0.08,0.11,0.05,0.02,96.57,2.3241,100A/60A/60A,5.42E+14,9,14
CL5_414094587CCS_F0060000CCAM02187P1.SAV,414094587,187,seward_1,48.6,4.9,0.5,0.89,0.47,0.05,10.7,3.5,1,18.5,4,0.4,8.1,2.3,0.6,6.1,2,0.4,3.27,0.64,0.18,0.62,0.71,0.03,0.12,0.05,0.02,96.93,2.3241,100A/60A/60A,5.09E+14,9,15
CL5_414180020CCS_F0060000CCAM01188P1.SAV,414180020,188,Kazan,48.1,4.9,0.5,0.97,0.49,0.06,9.4,3.5,0.5,18.9,4,0.3,8.7,2.4,0.8,5.3,1.8,0.2,2.97,0.62,0.22,0.56,0.68,0.08,0.12,0.05,0.01,94.96,2.54996,100A/60A/60A,4.71E+14,9,1
CL5_414180090CCS_F0060000CCAM01188P1.SAV,414180090,188,Kazan,46.7,5,0.6,1.1,0.52,0.05,10,3.5,0.5,20.5,4.3,0.3,8,2.3,0.4,4.7,1.6,0.3,3.03,0.62,0.12,0.74,0.76,0.07,0.13,0.05,0.01,94.94,2.54996,100A/60A/60A,5.67E+14,9,2
CL5_414180157CCS_F0060000CCAM01188P1.SAV,414180157,188,Kazan,47.1,5,0.4,1.03,0.5,0.04,10.3,3.5,0.6,19.4,4.1,0.2,7.2,2.1,0.5,5.9,1.9,0.5,2.84,0.62,0.13,0.59,0.69,0.04,0.12,0.05,0.02,94.34,2.54996,100A/60A/60A,5.33E+14,9,3
CL5_414180224CCS_F0060000CCAM01188P1.SAV,414180224,188,Kazan,43.1,5.1,0.4,0.92,0.48,0.08,7.8,3.4,0.4,21.8,4.4,0.5,6.5,2,0.2,4,1.4,0.5,2.48,0.61,0.12,0.29,0.59,0.06,0.16,0.06,0.01,87.02,2.54996,100A/60A/60A,5.24E+14,9,4
CL5_414180292CCS_F0060000CCAM01188P1.SAV,414180292,188,Kazan,45.6,5,0.7,1.33,0.57,0.11,10.8,3.5,0.5,20.5,4.3,0.3,7,2.1,0.4,5.4,1.8,0.3,2.94,0.62,0.12,0.53,0.67,0.04,0.16,0.06,0.01,94.32,2.54996,100A/60A/60A,5.97E+14,9,5
CL5_414180401CCS_F0060000CCAM01188P1.SAV,414180401,188,Kazan,0,6.7,0.3,0,0.2,0.04,0.4,2.6,0.1,2.1,1.7,1.4,0.8,1.5,0.2,39.8,7.4,2.3,0.09,0.29,0.02,0,0.5,0,0,0.02,0.01,43.29,2.54996,100A/60A/60A,2.92E+14,9,6
CL5_414180469CCS_F0060000CCAM01188P1.SAV,414180469,188,Kazan,48.7,4.9,0.5,1.06,0.51,0.09,10.5,3.5,0.8,19.1,4.1,0.5,7.2,2.2,0.5,5.6,1.9,0.6,3.08,0.63,0.13,0.66,0.72,0.06,0.11,0.05,0.01,96.16,2.54996,100A/60A/60A,5.15E+14,9,7
CL5_414180535CCS_F0060000CCAM01188P1.SAV,414180535,188,Kazan,47.5,4.9,0.7,1.23,0.55,0.1,10.5,3.5,0.7,20,4.2,0.5,6.8,2.1,0.5,5.2,1.8,0.5,3.22,0.63,0.14,0.73,0.75,0.06,0.17,0.06,0.02,95.38,2.54996,100A/60A/60A,5.47E+14,9,8
CL5_414180603CCS_F0060000CCAM01188P1.SAV,414180603,188,Kazan,45.6,5,0.5,1.17,0.53,0.1,10.9,3.5,0.8,19.4,4.1,0.5,7.8,2.2,0.5,5.4,1.8,0.3,3.11,0.63,0.29,0.59,0.69,0.11,0.11,0.05,0.01,94.11,2.54996,100A/60A/60A,4.50E+14,9,9
CL5_414180669CCS_F0060000CCAM01188P1.SAV,414180669,188,Kazan,46.2,5,0.8,1.16,0.53,0.09,10.5,3.5,1,20.3,4.3,0.4,7.8,2.2,0.6,5,1.7,0.5,2.97,0.62,0.3,0.57,0.69,0.1,0.12,0.05,0.01,94.51,2.54996,100A/60A/60A,5.43E+14,9,10
CL5_414180779CCS_F0060000CCAM01188P1.SAV,414180779,188,Kazan,50.7,5,0.7,1.01,0.5,0.1,9.6,3.5,0.4,19.5,4.1,0.4,8.2,2.3,0.4,4.6,1.6,0.3,3.11,0.63,0.11,0.55,0.68,0.06,0.11,0.05,0.01,97.37,2.54996,100A/60A/60A,4.13E+14,9,11
CL5_414180846CCS_F0060000CCAM01188P1.SAV,414180846,188,Kazan,48.4,4.9,0.7,1.06,0.51,0.12,11.2,3.5,0.5,19.9,4.2,0.5,7.1,2.1,0.3,5.6,1.9,0.4,3.22,0.63,0.24,0.62,0.71,0.07,0.12,0.05,0.02,97.18,2.54996,100A/60A/60A,4.78E+14,9,12
CL5_414180913CCS_F0060000CCAM01188P1.SAV,414180913,188,Kazan,49.4,5,0.4,0.99,0.49,0.05,8.3,3.4,0.5,19.7,4.2,0.2,10.7,2.7,0.6,3.5,1.3,0.3,3.18,0.63,0.13,0.62,0.71,0.08,0.17,0.06,0.01,96.52,2.55622,100A/60A/60A,4.90E+14,9,13
CL5_414181083CCS_F0060000CCAM01188P1.SAV,414181083,188,Kazan,50,5,0.5,1.04,0.5,0.05,9.2,3.5,0.3,19.1,4.1,0.3,9.7,2.6,0.4,5.1,1.7,0.2,3.04,0.62,0.14,0.47,0.65,0.03,0.17,0.06,0.02,97.9,2.55622,100A/60A/60A,3.04E+14,9,14
CL5_414181150CCS_F0060000CCAM01188P1.SAV,414181150,188,Kazan,49.9,5,0.5,0.92,0.48,0.03,9.3,3.5,0.4,20.4,4.3,0.3,10.1,2.6,0.6,4,1.4,0.5,3.5,0.65,0.14,0.61,0.7,0.06,0.18,0.06,0.01,98.98,2.55622,100A/60A/60A,3.48E+14,9,15
CL5_414181262CCS_F0060000CCAM01188P1.SAV,414181262,188,Kazan,45.4,5,1.1,1.01,0.5,0.05,8.7,3.5,0.9,20.7,4.3,0.3,10.6,2.7,0.9,4.3,1.5,0.5,2.48,0.61,0.15,0.45,0.64,0.07,0.14,0.05,0.01,93.72,2.55622,100A/60A/60A,5.89E+14,9,16
CL5_414181328CCS_F0060000CCAM01188P1.SAV,414181328,188,Kazan,35.4,6.2,2,1.27,0.56,0.09,6.6,3.3,0.4,19.3,4.1,0.7,5.2,1.9,0.4,13.9,3.3,1.1,1.67,0.65,0.16,0.2,0.56,0.05,0.16,0.06,0.01,83.61,2.55622,100A/60A/60A,6.41E+14,9,17
CL5_414181396CCS_F0060000CCAM01188P1.SAV,414181396,188,Kazan,48.3,4.9,0.5,0.98,0.49,0.07,7.9,3.4,0.4,20.7,4.3,0.2,10.4,2.7,0.5,4.2,1.5,0.3,3.02,0.62,0.09,0.52,0.67,0.03,0.16,0.06,0.01,96.29,2.55622,100A/60A/60A,5.80E+14,9,18
CL5_414181462CCS_F0060000CCAM01188P1.SAV,414181462,188,Kazan,45.1,5,0.7,1.08,0.51,0.09,9.2,3.5,0.7,18.8,4,0.4,7.8,2.2,0.5,5.5,1.8,0.3,2.32,0.61,0.22,0.33,0.6,0.04,0.11,0.05,0.02,90.15,2.55622,100A/60A/60A,3.52E+14,9,19
CL5_414181529CCS_F0060000CCAM01188P1.SAV,414181529,188,Kazan,45.4,5,0.8,1.1,0.52,0.08,11.2,3.5,0.5,19.5,4.1,0.4,7.5,2.2,1,5.8,1.9,0.4,2.99,0.62,0.21,0.57,0.69,0.06,0.11,0.05,0.01,94.16,2.55622,100A/60A/60A,5.11E+14,9,20
CL5_414181645CCS_F0060000CCAM01188P1.SAV,414181645,188,Kazan,46.5,5,0.4,1.2,0.54,0.08,9.8,3.5,0.6,20.6,4.3,0.3,7.8,2.2,0.4,4.7,1.6,0.4,3.09,0.63,0.17,0.69,0.74,0.05,0.11,0.05,0.02,94.52,2.55622,100A/60A/60A,5.20E+14,9,21
CL5_414181712CCS_F0060000CCAM01188P1.SAV,414181712,188,Kazan,44.3,5,0.9,1.46,0.61,0.1,8.7,3.5,0.5,21,4.4,0.3,8,2.3,0.5,5.1,1.7,0.5,2.77,0.61,0.15,0.64,0.71,0.06,0.14,0.05,0.01,92.11,2.55622,100A/60A/60A,6.17E+14,9,22
CL5_414181779CCS_F0060000CCAM01188P1.SAV,414181779,188,Kazan,47.4,4.9,0.5,1.19,0.54,0.09,10.5,3.5,0.8,20.2,4.2,0.3,7.2,2.1,0.6,5.4,1.8,0.3,3.19,0.63,0.19,0.74,0.76,0.07,0.1,0.05,0.01,95.89,2.55622,100A/60A/60A,4.73E+14,9,23
CL5_414181846CCS_F0060000CCAM01188P1.SAV,414181846,188,Kazan,48.8,4.9,0.9,1.12,0.52,0.06,9.4,3.5,0.6,19.3,4.1,0.4,7.5,2.2,0.3,4.7,1.6,0.3,3.1,0.63,0.17,0.62,0.71,0.04,0.08,0.04,0.01,94.68,2.55622,100A/60A/60A,3.69E+14,9,24
CL5_414181914CCS_F0060000CCAM01188P1.SAV,414181914,188,Kazan,47.6,4.9,0.4,1.02,0.5,0.03,9.2,3.5,0.6,19.1,4.1,0.3,8.2,2.3,0.3,5.7,1.9,0.2,2.27,0.62,0.15,0.31,0.59,0.03,0.09,0.04,0.01,93.5,2.55559,100A/60A/60A,3.69E+14,9,25
CL5_421907618CCS_F0060082CCAM01275P1.SAV,421907618,275,Cumberland_Bowl,49.4,5,0.7,1.08,0.51,0.11,11.1,3.5,1.2,19,4.1,0.4,6.6,2.1,0.4,5.1,1.7,0.4,3.08,0.63,0.1,0.66,0.72,0.05,0.11,0.05,0.02,96.15,2.37135,100A/60A/60A,4.71E+14,9,1
CL5_421907688CCS_F0060082CCAM01275P1.SAV,421907688,275,Cumberland_Bowl,45,5,0.7,0.82,0.45,0.04,7.8,3.4,0.6,17.6,3.8,0.4,16.7,3.5,0.6,3.8,1.4,0.2,2.1,0.62,0.17,0.32,0.6,0.06,0.12,0.05,0.01,94.23,2.37135,100A/60A/60A,4.70E+14,9,2
CL5_421907754CCS_F0060082CCAM01275P1.SAV,421907754,275,Cumberland_Bowl,3.4,6.7,1.3,0.2,0.25,0.1,0.5,2.6,0,5.4,2.1,0.7,2.2,1.6,0.3,29.8,5.9,1.1,0.14,0.3,0.04,0.01,0.51,0,0,0.02,0.01,41.72,2.37135,100A/60A/60A,3.85E+14,9,3
CL5_421907877CCS_F0060082CCAM01275P1.SAV,421907877,275,Cumberland_Bowl,44.8,5,0.5,1.03,0.5,0.1,9.6,3.5,0.8,19.5,4.1,0.3,9,2.4,0.6,5.1,1.7,0.2,2.74,0.61,0.24,0.54,0.67,0.09,0.16,0.06,0.04,92.49,2.37135,100A/60A/60A,4.88E+14,9,4
CL5_421907944CCS_F0060082CCAM01275P1.SAV,421907944,275,Cumberland_Bowl,44.7,5,0.6,0.86,0.46,0.02,9,3.5,0.8,18.1,3.9,0.2,13.9,3.2,0.9,4.8,1.6,0.3,2.5,0.61,0.18,0.51,0.66,0.06,0.13,0.05,0.01,94.48,2.37081,100A/60A/60A,5.13E+14,9,5
CL5_421908113CCS_F0060082CCAM01275P1.SAV,421908113,275,Cumberland_Bowl,47.9,4.9,0.6,0.94,0.48,0.04,10,3.5,0.6,19.3,4.1,0.3,8.6,2.4,0.6,4.9,1.7,0.3,3,0.62,0.15,0.64,0.71,0.06,0.12,0.05,0.01,95.4,2.37081,100A/60A/60A,4.81E+14,9,6
CL5_421908236CCS_F0060082CCAM01275P1.SAV,421908236,275,Cumberland_Bowl,47.1,5,1,0.99,0.49,0.05,8.6,3.5,0.3,19.2,4.1,0.3,7.7,2.2,0.6,6.6,2.2,1.4,2.73,0.61,0.08,0.52,0.67,0.03,0.1,0.05,0.02,93.52,2.37081,100A/60A/60A,4.71E+14,9,7
CL5_421908303CCS_F0060082CCAM01275P1.SAV,421908303,275,Cumberland_Bowl,43.4,5.1,1.1,0.84,0.46,0.08,8.3,3.4,0.7,18.5,4,0.3,16.3,3.4,0.8,4.5,1.5,0.4,2.36,0.61,0.2,0.45,0.64,0.09,0.13,0.05,0.01,94.71,2.37081,100A/60A/60A,5.45E+14,9,8
CL5_421908370CCS_F0060082CCAM01275P1.SAV,421908370,275,Cumberland_Bowl,50.3,5,0.4,0.92,0.48,0.03,8.5,3.4,0.6,20.3,4.3,0.3,10,2.6,0.4,3.7,1.4,0.2,3.66,0.66,0.13,0.64,0.71,0.06,0.26,0.08,0.17,98.31,2.37732,100A/60A/60A,4.87E+14,9,9
CL5_422790430CCS_F0060082CCAM06284P1.SAV,422790430,285,Lady_Nye,51.2,5,1.6,0.73,0.43,0.1,11.3,3.5,2,20,4.2,0.9,12,2.9,0.7,3.2,1.2,0.5,2.91,0.62,0.36,0.21,0.56,0.09,0.16,0.06,0.02,101.68,2.47118,100A/60A/60A,3.86E+14,6,1
CL5_422790586CCS_F0060082CCAM06284P1.SAV,422790586,285,Lady_Nye,51.1,5,0.5,0.62,0.4,0.02,13,3.6,0.7,19.2,4.1,0.4,12.1,2.9,0.3,3.7,1.3,0.4,2.83,0.62,0.13,0.12,0.53,0.04,0.2,0.07,0.01,102.88,2.47118,100A/60A/60A,3.43E+14,6,2
CL5_422790742CCS_F0060082CCAM06284P1.SAV,422790742,285,Lady_Nye,50.1,5,0.6,0.63,0.4,0.08,14.6,3.6,0.5,18.7,4,0.3,10.9,2.7,0.4,5.2,1.8,0.3,2.63,0.61,0.16,0.07,0.52,0.01,0.22,0.07,0.02,103.07,2.47118,100A/60A/60A,3.06E+14,6,3
