File,Target,Facies,Spacecraft Clock,Sol,Sequence ID,Observation Point,SiO2,+/-,SiO2 RMSEP,SiO2_shots_stdev,TiO2,+/-.1,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,+/-.2,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,+/-.3,FeOT RMSEP,FeOT_shots_stdev,MgO,+/-.4,MgO RMSEP,MgO_shots_stdev,CaO,+/-.5,CaO RMSEP,CaO_shots_stdev,Na2O,+/-.6,Na2O RMSEP,Na2O_shots_stdev,K2O,+/-.7,K2O RMSEP,K2O_shots_stdev,MnO,+/-.8,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total
CL5_407797266CCS_F0050432CCAM03116P3.SAV,Duncan_Lake_vertical_start,1.0,407797266.0,116.0,CCAM03116,9.0,46.6,+/-,5.0,1.3,1.41,+/-,0.59,0.1,8.4,+/-,3.4,0.7,20.7,+/-,4.0,0.3,9.8,+/-,2.6,0.6,5.1,+/-,1.7,0.9,2.46,+/-,0.62,0.17,1.47,+/-,1.04,0.27,0.16,+/-,0.06,0.01,96.06,3.16836,100A/95A/95A,1120000000000000.0
CL5_407797341CCS_F0050432CCAM03116P3.SAV,Duncan_Lake_vertical_start,1.0,407797341.0,116.0,CCAM03116,10.0,42.4,+/-,5.2,0.6,1.42,+/-,0.59,0.1,6.8,+/-,3.3,0.2,21.2,+/-,4.0,0.1,13.0,+/-,3.0,0.9,4.0,+/-,1.5,0.6,1.83,+/-,0.64,0.06,0.9,+/-,0.83,0.08,0.2,+/-,0.07,0.01,91.77,3.16836,100A/95A/95A,1290000000000000.0
CL5_432288926CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432288926.0,392.0,CCAM04392,1.0,53.6,+/-,5.1,0.4,1.13,+/-,0.52,0.03,12.3,+/-,3.6,0.4,19.2,+/-,3.8,0.3,4.1,+/-,1.8,0.2,4.0,+/-,1.4,0.1,4.16,+/-,0.72,0.1,0.99,+/-,0.86,0.03,0.23,+/-,0.07,0.01,99.69,2.56821,100A/60A/60A,471000000000000.0
CL5_432288996CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432288996.0,392.0,CCAM04392,2.0,40.6,+/-,5.4,4.3,1.25,+/-,0.55,0.1,9.7,+/-,3.5,1.7,22.3,+/-,4.1,1.4,6.0,+/-,2.0,0.7,7.1,+/-,2.3,1.2,3.29,+/-,0.64,0.34,0.26,+/-,0.59,0.13,0.23,+/-,0.07,0.01,90.71,2.56821,100A/60A/60A,609000000000000.0
CL5_432289060CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432289060.0,392.0,CCAM04392,3.0,49.0,+/-,5.0,1.0,1.48,+/-,0.61,0.09,11.7,+/-,3.6,0.3,19.5,+/-,3.9,0.6,3.5,+/-,1.7,0.2,3.8,+/-,1.4,0.2,3.5,+/-,0.65,0.14,0.74,+/-,0.76,0.04,0.2,+/-,0.07,0.01,93.39,2.56821,100A/60A/60A,541000000000000.0
CL5_432289179CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432289179.0,392.0,CCAM04392,4.0,49.4,+/-,5.0,1.0,1.16,+/-,0.53,0.03,12.0,+/-,3.6,0.6,20.9,+/-,4.0,0.2,4.2,+/-,1.8,0.1,4.4,+/-,1.6,0.1,3.25,+/-,0.64,0.14,0.72,+/-,0.75,0.04,0.21,+/-,0.07,0.01,96.29,2.57712,100A/60A/60A,425000000000000.0
CL5_432289344CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432289344.0,392.0,CCAM04392,5.0,51.0,+/-,5.0,0.7,1.08,+/-,0.51,0.05,12.1,+/-,3.6,0.2,20.3,+/-,3.9,0.4,5.0,+/-,1.9,0.3,4.6,+/-,1.6,0.1,3.46,+/-,0.65,0.11,0.59,+/-,0.7,0.03,0.22,+/-,0.07,0.01,98.31,2.57712,100A/60A/60A,393000000000000.0
CL5_432289408CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432289408.0,392.0,CCAM04392,6.0,49.4,+/-,5.0,1.6,1.13,+/-,0.52,0.06,12.4,+/-,3.6,0.6,20.4,+/-,4.0,0.7,5.0,+/-,1.9,0.1,5.3,+/-,1.8,0.3,3.16,+/-,0.63,0.13,0.74,+/-,0.76,0.05,0.22,+/-,0.07,0.01,97.63,2.57712,100A/60A/60A,390000000000000.0
CL5_432289527CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432289527.0,392.0,CCAM04392,7.0,51.3,+/-,5.0,0.9,1.13,+/-,0.52,0.04,12.3,+/-,3.6,0.2,20.9,+/-,4.0,0.4,3.8,+/-,1.7,0.2,4.7,+/-,1.6,0.2,3.67,+/-,0.67,0.12,1.02,+/-,0.87,0.07,0.21,+/-,0.07,0.01,99.07,2.59317,100A/60A/60A,349000000000000.0
CL5_432289693CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432289693.0,392.0,CCAM04392,8.0,51.9,+/-,5.0,0.5,1.16,+/-,0.53,0.02,13.4,+/-,3.6,0.5,20.2,+/-,3.9,0.4,4.3,+/-,1.8,0.1,4.8,+/-,1.6,0.3,3.32,+/-,0.64,0.06,0.68,+/-,0.74,0.02,0.22,+/-,0.07,0.01,99.94,2.59317,100A/60A/60A,346000000000000.0
CL5_432289757CCS_F0160000CCAM04392P3.SAV,Flagstone_Bench,1.0,432289757.0,392.0,CCAM04392,9.0,53.0,+/-,5.1,0.6,1.02,+/-,0.5,0.03,14.1,+/-,3.6,0.3,19.6,+/-,3.9,0.4,4.1,+/-,1.8,0.1,4.8,+/-,1.6,0.2,3.76,+/-,0.68,0.08,1.08,+/-,0.9,0.03,0.24,+/-,0.07,0.01,101.75,2.59317,100A/60A/60A,313000000000000.0
CL5_426697752CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426697752.0,329.0,CCAM03329,1.0,43.7,+/-,5.1,1.6,1.6,+/-,0.64,0.12,7.4,+/-,3.4,0.2,21.4,+/-,4.1,0.4,8.4,+/-,2.3,0.7,4.6,+/-,1.6,1.3,2.57,+/-,0.62,0.18,1.46,+/-,1.04,0.1,0.17,+/-,0.06,0.01,91.24,2.75073,100A/60A/60A,577000000000000.0
CL5_426697828CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426697828.0,329.0,CCAM03329,2.0,42.1,+/-,5.3,1.5,1.19,+/-,0.54,0.25,8.3,+/-,3.4,1.0,21.5,+/-,4.1,0.9,7.4,+/-,2.2,0.6,5.9,+/-,2.0,1.0,1.88,+/-,0.63,0.15,0.44,+/-,0.65,0.16,0.23,+/-,0.07,0.09,88.95,2.75073,100A/60A/60A,231000000000000.0
CL5_426697894CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426697894.0,329.0,CCAM03329,3.0,46.9,+/-,5.0,1.2,1.14,+/-,0.52,0.1,7.9,+/-,3.4,0.9,21.8,+/-,4.1,0.4,9.2,+/-,2.5,1.7,5.4,+/-,1.8,0.8,2.46,+/-,0.62,0.21,1.23,+/-,0.96,0.22,0.65,+/-,0.17,0.88,96.65,2.75073,100A/60A/60A,597000000000000.0
CL5_426698103CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426698103.0,329.0,CCAM03329,4.0,46.0,+/-,5.0,0.9,1.23,+/-,0.55,0.06,8.3,+/-,3.4,0.6,21.3,+/-,4.0,0.4,10.1,+/-,2.6,1.5,4.7,+/-,1.6,0.6,2.31,+/-,0.62,0.2,1.38,+/-,1.01,0.19,0.64,+/-,0.17,0.81,95.96,2.76313,100A/60A/60A,638000000000000.0
CL5_426698179CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426698179.0,329.0,CCAM03329,5.0,44.4,+/-,5.1,1.1,1.78,+/-,0.69,0.17,7.3,+/-,3.3,0.2,20.9,+/-,4.0,0.3,9.1,+/-,2.4,0.5,3.9,+/-,1.4,0.6,2.39,+/-,0.62,0.12,1.48,+/-,1.04,0.1,0.17,+/-,0.06,0.01,91.39,2.76313,100A/60A/60A,644000000000000.0
CL5_426698245CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426698245.0,329.0,CCAM03329,6.0,45.8,+/-,5.0,0.8,1.33,+/-,0.57,0.15,7.2,+/-,3.3,0.4,20.6,+/-,4.0,0.4,9.9,+/-,2.6,1.0,5.1,+/-,1.7,0.4,2.45,+/-,0.62,0.13,1.33,+/-,0.99,0.2,0.18,+/-,0.06,0.01,93.91,2.76313,100A/60A/60A,613000000000000.0
CL5_426698455CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426698455.0,329.0,CCAM03329,7.0,45.8,+/-,5.0,0.9,1.17,+/-,0.53,0.06,5.9,+/-,3.2,0.5,21.5,+/-,4.1,0.3,10.7,+/-,2.7,0.4,6.1,+/-,2.0,1.5,2.39,+/-,0.62,0.22,0.69,+/-,0.74,0.12,0.18,+/-,0.06,0.02,94.45,2.75728,100A/60A/60A,607000000000000.0
CL5_426698531CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426698531.0,329.0,CCAM03329,8.0,46.6,+/-,5.0,1.1,1.41,+/-,0.59,0.08,8.3,+/-,3.4,0.5,21.2,+/-,4.0,0.3,10.0,+/-,2.6,0.7,5.4,+/-,1.8,1.2,2.34,+/-,0.62,0.28,1.11,+/-,0.91,0.22,0.18,+/-,0.06,0.01,96.51,2.75728,100A/60A/60A,595000000000000.0
CL5_426698597CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426698597.0,329.0,CCAM03329,9.0,45.1,+/-,5.0,1.0,1.41,+/-,0.59,0.18,7.2,+/-,3.3,0.4,20.8,+/-,4.0,0.4,11.6,+/-,2.8,1.7,4.0,+/-,1.4,0.5,2.36,+/-,0.62,0.27,0.77,+/-,0.77,0.13,0.21,+/-,0.07,0.01,93.44,2.75728,100A/60A/60A,624000000000000.0
CL5_426698663CCS_F0070136CCAM03329P3.SAV,Gunflint,1.0,426698663.0,329.0,CCAM03329,10.0,47.4,+/-,5.0,0.8,0.98,+/-,0.49,0.08,6.4,+/-,3.2,0.4,20.8,+/-,4.0,0.2,14.4,+/-,3.2,0.7,3.5,+/-,1.3,0.9,2.6,+/-,0.62,0.21,1.05,+/-,0.89,0.12,0.22,+/-,0.07,0.01,97.36,2.75801,100A/60A/60A,581000000000000.0
CL5_436465693CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436465693.0,439.0,CCAM01439,1.0,42.3,+/-,5.2,0.7,1.84,+/-,0.71,0.16,10.2,+/-,3.5,0.5,32.2,+/-,4.6,1.2,4.4,+/-,1.8,0.1,4.4,+/-,1.6,0.4,3.12,+/-,0.63,0.14,1.14,+/-,0.92,0.08,0.17,+/-,0.06,0.02,99.81,4.10337,100A/95A/95A,459000000000000.0
CL5_436465762CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436465762.0,439.0,CCAM01439,2.0,42.4,+/-,5.2,0.6,1.08,+/-,0.51,0.05,11.1,+/-,3.5,0.3,26.5,+/-,4.4,1.4,6.7,+/-,2.1,0.2,5.6,+/-,1.9,0.6,3.0,+/-,0.62,0.13,0.67,+/-,0.73,0.12,0.18,+/-,0.06,0.02,97.24,4.10337,100A/95A/95A,377000000000000.0
CL5_436465825CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436465825.0,439.0,CCAM01439,3.0,41.3,+/-,5.3,0.6,1.26,+/-,0.55,0.13,9.7,+/-,3.5,0.3,28.2,+/-,4.5,1.5,6.0,+/-,2.0,0.3,5.2,+/-,1.8,0.8,2.95,+/-,0.62,0.09,0.88,+/-,0.82,0.13,0.18,+/-,0.06,0.01,95.64,4.10337,100A/95A/95A,594000000000000.0
CL5_436465889CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436465889.0,439.0,CCAM01439,4.0,45.2,+/-,5.0,1.1,1.4,+/-,0.59,0.11,13.7,+/-,3.6,0.6,22.4,+/-,4.1,1.6,3.9,+/-,1.7,0.1,6.2,+/-,2.0,0.4,3.92,+/-,0.69,0.13,1.95,+/-,1.15,0.13,0.12,+/-,0.05,0.01,98.71,4.10337,100A/95A/95A,757000000000000.0
CL5_436466094CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436466094.0,439.0,CCAM01439,5.0,43.8,+/-,5.1,1.1,1.02,+/-,0.5,0.04,10.3,+/-,3.5,0.5,22.7,+/-,4.2,0.5,7.2,+/-,2.2,0.3,4.7,+/-,1.6,0.4,2.86,+/-,0.62,0.11,0.93,+/-,0.84,0.09,0.18,+/-,0.06,0.02,93.76,4.1098,100A/95A/95A,462000000000000.0
CL5_436466163CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436466163.0,439.0,CCAM01439,6.0,45.6,+/-,5.0,0.7,1.31,+/-,0.57,0.12,12.8,+/-,3.6,0.8,24.3,+/-,4.3,1.3,4.9,+/-,1.9,0.3,3.9,+/-,1.4,0.9,3.64,+/-,0.66,0.23,1.98,+/-,1.15,0.18,0.14,+/-,0.06,0.01,98.59,4.1098,100A/95A/95A,743000000000000.0
CL5_436466226CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436466226.0,439.0,CCAM01439,7.0,46.4,+/-,5.0,0.5,0.84,+/-,0.46,0.03,7.4,+/-,3.3,0.3,22.4,+/-,4.1,0.5,13.0,+/-,3.0,0.4,3.2,+/-,1.3,0.5,3.04,+/-,0.63,0.2,1.18,+/-,0.94,0.07,0.23,+/-,0.07,0.01,97.66,4.1098,100A/95A/95A,640000000000000.0
CL5_436466290CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436466290.0,439.0,CCAM01439,8.0,45.6,+/-,5.0,0.4,1.03,+/-,0.5,0.04,11.7,+/-,3.6,0.6,21.7,+/-,4.1,0.4,5.9,+/-,2.0,0.3,7.0,+/-,2.2,0.3,3.32,+/-,0.64,0.15,1.17,+/-,0.93,0.16,0.17,+/-,0.06,0.02,97.63,4.1098,100A/95A/95A,583000000000000.0
CL5_436466354CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436466354.0,439.0,CCAM01439,9.0,45.9,+/-,5.0,0.6,1.13,+/-,0.52,0.06,10.9,+/-,3.5,0.5,24.8,+/-,4.3,1.0,6.2,+/-,2.0,0.3,2.8,+/-,1.2,0.3,3.73,+/-,0.67,0.2,1.31,+/-,0.99,0.12,0.17,+/-,0.06,0.01,96.83,4.1098,100A/95A/95A,540000000000000.0
CL5_436466418CCS_F0211362CCAM01439P3.SAV,Ithaca,1.0,436466418.0,439.0,CCAM01439,10.0,42.5,+/-,5.2,1.1,1.08,+/-,0.51,0.06,13.0,+/-,3.6,0.8,25.4,+/-,4.3,1.5,5.3,+/-,1.9,0.3,6.6,+/-,2.1,0.6,2.96,+/-,0.62,0.09,0.91,+/-,0.83,0.18,0.15,+/-,0.06,0.02,97.89,4.1098,100A/95A/95A,282000000000000.0
CL5_407611242CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407611242.0,114.0,CCAM02114,1.0,42.6,+/-,5.2,0.5,1.13,+/-,0.52,0.06,7.2,+/-,3.3,0.7,20.5,+/-,4.0,0.2,13.5,+/-,3.1,0.6,4.1,+/-,1.5,0.5,1.82,+/-,0.64,0.09,0.77,+/-,0.77,0.09,0.21,+/-,0.07,0.01,91.73,3.23306,100A/95A/95A,1310000000000000.0
CL5_407611318CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407611318.0,114.0,CCAM02114,2.0,43.6,+/-,5.1,0.8,1.54,+/-,0.63,0.1,7.8,+/-,3.4,0.2,20.5,+/-,4.0,0.1,9.4,+/-,2.5,0.5,5.1,+/-,1.7,0.7,2.35,+/-,0.62,0.1,1.22,+/-,0.95,0.19,0.18,+/-,0.06,0.01,91.71,3.23306,100A/95A/95A,1330000000000000.0
CL5_407611393CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407611393.0,114.0,CCAM02114,3.0,45.7,+/-,5.0,0.6,1.2,+/-,0.54,0.03,8.4,+/-,3.4,0.7,20.3,+/-,4.0,0.4,10.3,+/-,2.6,1.1,5.1,+/-,1.7,0.8,2.12,+/-,0.63,0.14,1.88,+/-,1.14,0.15,0.18,+/-,0.06,0.01,95.12,3.23306,100A/95A/95A,1160000000000000.0
CL5_407611510CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407611510.0,114.0,CCAM02114,4.0,44.7,+/-,5.1,0.7,1.81,+/-,0.7,0.15,8.0,+/-,3.4,0.5,20.2,+/-,3.9,0.2,9.3,+/-,2.5,0.5,4.8,+/-,1.7,0.5,2.17,+/-,0.62,0.13,1.52,+/-,1.05,0.22,0.18,+/-,0.06,0.01,92.73,3.23306,100A/95A/95A,1370000000000000.0
CL5_407611585CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407611585.0,114.0,CCAM02114,5.0,41.8,+/-,5.3,0.7,1.38,+/-,0.58,0.15,7.7,+/-,3.4,0.2,22.0,+/-,4.1,0.9,11.3,+/-,2.8,1.0,2.9,+/-,1.2,0.3,1.86,+/-,0.63,0.07,1.41,+/-,1.02,0.14,0.2,+/-,0.07,0.01,90.59,3.24208,100A/95A/95A,1340000000000000.0
CL5_407611762CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407611762.0,114.0,CCAM02114,6.0,44.8,+/-,5.1,1.1,1.44,+/-,0.6,0.13,8.7,+/-,3.5,0.4,20.6,+/-,4.0,0.2,9.5,+/-,2.5,0.4,4.1,+/-,1.5,0.7,2.3,+/-,0.62,0.14,1.71,+/-,1.1,0.24,0.19,+/-,0.06,0.01,93.27,3.24208,100A/95A/95A,1150000000000000.0
CL5_407611880CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407611880.0,114.0,CCAM02114,7.0,46.0,+/-,5.0,0.8,1.59,+/-,0.64,0.17,9.0,+/-,3.5,0.4,20.5,+/-,4.0,0.2,8.9,+/-,2.4,0.5,4.9,+/-,1.7,0.4,2.62,+/-,0.62,0.12,1.6,+/-,1.08,0.17,0.17,+/-,0.06,0.01,95.22,3.24208,100A/95A/95A,1150000000000000.0
CL5_407611954CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407611954.0,114.0,CCAM02114,8.0,44.1,+/-,5.1,0.5,1.68,+/-,0.67,0.12,7.7,+/-,3.4,0.3,20.7,+/-,4.0,0.2,10.2,+/-,2.6,0.5,3.7,+/-,1.4,0.3,2.39,+/-,0.62,0.11,1.83,+/-,1.13,0.16,0.18,+/-,0.06,0.01,92.52,3.24208,100A/95A/95A,1360000000000000.0
CL5_407612030CCS_F0050432CCAM02114P3.SAV,Jackson_Lake,1.0,407612030.0,114.0,CCAM02114,9.0,40.9,+/-,5.4,0.5,1.43,+/-,0.6,0.07,6.3,+/-,3.2,0.2,22.2,+/-,4.1,0.6,9.0,+/-,2.4,0.4,4.8,+/-,1.7,0.6,1.87,+/-,0.63,0.06,1.04,+/-,0.88,0.11,0.19,+/-,0.06,0.01,87.77,3.24208,100A/95A/95A,1350000000000000.0
CL5_407884909CCS_F0050432CCAM02117P3.SAV,Jackson_Lake_2,1.0,407884909.0,117.0,CCAM02117,1.0,41.9,+/-,5.3,1.0,1.4,+/-,0.59,0.2,7.2,+/-,3.3,0.4,21.3,+/-,4.0,0.9,9.9,+/-,2.6,0.8,4.4,+/-,1.6,0.5,1.42,+/-,0.62,0.12,0.35,+/-,0.61,0.07,0.17,+/-,0.06,0.02,87.98,3.30146,100A/95A/95A,798000000000000.0
CL5_407884981CCS_F0050432CCAM02117P3.SAV,Jackson_Lake_2,1.0,407884981.0,117.0,CCAM02117,2.0,44.8,+/-,5.1,0.7,1.29,+/-,0.56,0.17,8.6,+/-,3.4,0.3,21.4,+/-,4.0,0.3,11.0,+/-,2.8,0.7,5.3,+/-,1.8,0.5,1.94,+/-,0.63,0.1,1.29,+/-,0.98,0.12,0.19,+/-,0.06,0.01,95.9,3.30146,100A/95A/95A,507000000000000.0
CL5_407885049CCS_F0050432CCAM02117P3.SAV,Jackson_Lake_2,1.0,407885049.0,117.0,CCAM02117,3.0,47.1,+/-,5.0,4.2,1.34,+/-,0.57,0.22,11.1,+/-,3.5,1.6,18.8,+/-,3.8,1.5,6.5,+/-,2.1,1.0,5.8,+/-,1.9,1.0,2.64,+/-,0.62,0.45,0.51,+/-,0.67,0.18,0.1,+/-,0.05,0.03,93.9,3.30146,100A/95A/95A,388000000000000.0
CL5_407885119CCS_F0050432CCAM02117P3.SAV,Jackson_Lake_2,1.0,407885119.0,117.0,CCAM02117,4.0,42.2,+/-,5.2,0.4,1.5,+/-,0.62,0.2,7.0,+/-,3.3,0.2,21.8,+/-,4.1,0.2,11.9,+/-,2.9,0.5,4.8,+/-,1.7,0.4,1.93,+/-,0.63,0.15,0.89,+/-,0.82,0.08,0.19,+/-,0.06,0.02,92.2,3.30146,100A/95A/95A,474000000000000.0
CL5_407885187CCS_F0050432CCAM02117P3.SAV,Jackson_Lake_2,1.0,407885187.0,117.0,CCAM02117,5.0,47.2,+/-,5.0,0.8,1.2,+/-,0.54,0.17,9.2,+/-,3.5,0.4,21.3,+/-,4.0,0.2,11.3,+/-,2.8,0.4,6.9,+/-,2.2,0.8,1.78,+/-,0.64,0.11,0.97,+/-,0.85,0.17,0.22,+/-,0.07,0.5,100.16,3.30146,100A/95A/95A,141000000000000.0
CL5_427226628CCS_F0080000CCAM02335P3.SAV,Kasegalik,1.0,427226628.0,335.0,CCAM02335,1.0,48.0,+/-,5.0,0.5,1.6,+/-,0.64,0.18,7.6,+/-,3.4,0.7,20.3,+/-,3.9,0.4,14.1,+/-,3.2,2.1,2.8,+/-,1.2,0.6,3.09,+/-,0.63,0.37,1.72,+/-,1.11,0.29,0.21,+/-,0.07,0.02,99.31,3.89896,100A/95A/95A,760000000000000.0
CL5_427226698CCS_F0080000CCAM02335P3.SAV,Kasegalik,1.0,427226698.0,335.0,CCAM02335,2.0,50.6,+/-,5.0,0.8,1.24,+/-,0.55,0.15,11.0,+/-,3.5,1.2,19.2,+/-,3.8,0.2,10.4,+/-,2.7,1.5,4.3,+/-,1.5,0.4,3.18,+/-,0.63,0.22,2.69,+/-,1.17,0.28,0.17,+/-,0.06,0.02,102.77,3.89896,100A/95A/95A,694000000000000.0
CL5_427226762CCS_F0080000CCAM02335P3.SAV,Kasegalik,1.0,427226762.0,335.0,CCAM02335,3.0,49.4,+/-,5.0,0.8,1.2,+/-,0.54,0.11,12.9,+/-,3.6,0.9,19.4,+/-,3.9,0.8,6.8,+/-,2.1,0.8,6.0,+/-,2.0,0.6,4.01,+/-,0.7,0.31,2.08,+/-,1.16,0.45,0.14,+/-,0.06,0.01,101.98,3.89896,100A/95A/95A,696000000000000.0
CL5_427226826CCS_F0080000CCAM02335P3.SAV,Kasegalik,1.0,427226826.0,335.0,CCAM02335,4.0,50.1,+/-,5.0,1.2,1.44,+/-,0.6,0.13,13.3,+/-,3.6,1.9,18.2,+/-,3.7,0.6,7.6,+/-,2.2,1.2,5.1,+/-,1.7,0.6,5.0,+/-,0.86,0.59,1.67,+/-,1.09,0.16,0.15,+/-,0.06,0.02,102.58,3.89896,100A/95A/95A,600000000000000.0
CL5_427226890CCS_F0080000CCAM02335P3.SAV,Kasegalik,1.0,427226890.0,335.0,CCAM02335,5.0,50.9,+/-,5.0,1.0,0.93,+/-,0.48,0.19,16.3,+/-,3.7,1.1,18.1,+/-,3.7,0.4,7.3,+/-,2.2,2.0,4.5,+/-,1.6,1.0,5.07,+/-,0.87,0.56,1.61,+/-,1.08,0.3,0.13,+/-,0.05,0.03,104.89,3.89896,100A/95A/95A,532000000000000.0
CL5_408320705CCS_F0050926CCAM01122P3.SAV,Kikerk,1.0,408320705.0,122.0,CCAM01122,1.0,43.7,+/-,5.1,0.8,1.15,+/-,0.53,0.09,10.5,+/-,3.5,0.4,21.0,+/-,4.0,0.7,5.8,+/-,2.0,0.5,7.6,+/-,2.4,0.4,2.6,+/-,0.62,0.13,0.61,+/-,0.71,0.06,0.18,+/-,0.06,0.01,93.24,2.60616,100A/60A/60A,463000000000000.0
CL5_408320782CCS_F0050926CCAM01122P3.SAV,Kikerk,1.0,408320782.0,122.0,CCAM01122,2.0,41.9,+/-,5.3,0.9,1.09,+/-,0.51,0.02,8.3,+/-,3.4,0.5,21.4,+/-,4.1,0.5,5.7,+/-,2.0,0.3,6.6,+/-,2.1,0.5,2.38,+/-,0.62,0.11,0.66,+/-,0.73,0.08,0.16,+/-,0.06,0.01,88.24,2.60616,100A/60A/60A,513000000000000.0
CL5_408320851CCS_F0050926CCAM01122P3.SAV,Kikerk,1.0,408320851.0,122.0,CCAM01122,3.0,39.4,+/-,5.6,0.9,0.9,+/-,0.47,0.03,5.0,+/-,3.0,0.6,20.7,+/-,4.0,0.5,10.5,+/-,2.7,0.5,9.6,+/-,2.8,0.5,1.33,+/-,0.61,0.13,0.15,+/-,0.55,0.03,0.22,+/-,0.07,0.01,87.78,2.60616,100A/60A/60A,599000000000000.0
CL5_408320920CCS_F0050926CCAM01122P3.SAV,Kikerk,1.0,408320920.0,122.0,CCAM01122,4.0,40.4,+/-,5.4,0.8,1.25,+/-,0.55,0.06,7.6,+/-,3.4,0.3,23.5,+/-,4.2,1.0,6.4,+/-,2.0,0.4,5.1,+/-,1.7,0.9,1.89,+/-,0.63,0.12,0.45,+/-,0.65,0.05,0.16,+/-,0.06,0.02,86.84,2.60616,100A/60A/60A,591000000000000.0
CL5_408320989CCS_F0050926CCAM01122P3.SAV,Kikerk,1.0,408320989.0,122.0,CCAM01122,5.0,40.3,+/-,5.5,0.8,1.55,+/-,0.63,0.14,11.0,+/-,3.5,1.0,27.6,+/-,4.4,1.2,4.1,+/-,1.8,0.6,3.0,+/-,1.2,0.6,2.99,+/-,0.62,0.18,1.08,+/-,0.9,0.13,0.16,+/-,0.06,0.01,91.73,2.60616,100A/60A/60A,405000000000000.0
CL5_407795303CCS_F0050432CCAM02116P3.SAV,Kiwi_Lake_safe,1.0,407795303.0,116.0,CCAM02116,1.0,42.0,+/-,5.3,2.7,3.25,+/-,1.36,0.85,8.6,+/-,3.4,0.3,30.2,+/-,4.5,2.2,6.4,+/-,2.0,0.6,4.2,+/-,1.5,0.6,2.27,+/-,0.62,0.24,0.92,+/-,0.83,0.12,0.19,+/-,0.06,1.31,97.99,4.59745,100A/95A/95A,129000000000000.0
CL5_407795373CCS_F0050432CCAM02116P3.SAV,Kiwi_Lake_safe,1.0,407795373.0,116.0,CCAM02116,2.0,42.1,+/-,5.3,2.8,4.06,+/-,1.77,0.84,8.6,+/-,3.4,0.4,30.3,+/-,4.5,1.9,5.5,+/-,1.9,0.4,2.9,+/-,1.2,0.4,2.32,+/-,0.62,0.18,0.97,+/-,0.85,0.17,0.2,+/-,0.07,2.41,96.9,4.59745,100A/95A/95A,119000000000000.0
CL5_407795442CCS_F0050432CCAM02116P3.SAV,Kiwi_Lake_safe,1.0,407795442.0,116.0,CCAM02116,3.0,42.4,+/-,5.2,3.6,3.72,+/-,1.6,0.51,8.1,+/-,3.4,0.4,33.3,+/-,4.6,3.2,6.1,+/-,2.0,0.5,2.7,+/-,1.2,0.3,2.01,+/-,0.63,0.15,0.68,+/-,0.74,0.09,0.27,+/-,0.08,2.73,99.38,4.59745,100A/95A/95A,65300000000000.0
